Case Number,Business Address,Parcel Number,Business Name,Owner Name,License Issued Date,License Type,License Description,Business Description,Location
BUS1987-01344,19025 TELEGRAPH,,"ZINDANI FUEL COMPANY, INC.","ZINDANI FUEL COMPANY, INC.",08/16/2016,New Owner,Gas Station (Self Service),Corporation,"location
(42.42805, -83.27803)"
BUS1987-01344,19025 TELEGRAPH,,"ZINDANI FUEL COMPANY, INC.","ZINDANI FUEL COMPANY, INC.",08/16/2016,New Owner,Cigarette - Retail,Corporation,"location
(42.42805, -83.27803)"
BUS1987-01344,19025 TELEGRAPH,,"ZINDANI FUEL COMPANY, INC.","ZINDANI FUEL COMPANY, INC.",08/28/2017,New Owner,Gas Station (Self Service),Corporation,"location
(42.42805, -83.27803)"
BUS1987-01344,19025 TELEGRAPH,,"ZINDANI FUEL COMPANY, INC.","ZINDANI FUEL COMPANY, INC.",08/28/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.42805, -83.27803)"
BUS1987-01059,1000 S WOODWARD,,"DAN STALL, INC.","DAN STALL, JR",05/01/2015,Renewal,Auctioneer,Sole Proprietor,"location
(42.3328, -83.04668)"
BUS1987-01059,1000 S WOODWARD,,"DAN STALL, INC.","DAN STALL, JR",05/16/2016,Renewal,Auctioneer,Sole Proprietor,"location
(42.3328, -83.04668)"
BUS1987-01553,18501 W WARREN,22000259-62,"AUTOBAHN AUTO SALES, INC.","AUTOBAHN AUTO SALES, INC.",10/31/2018,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.34301, -83.22115)"
BUS1987-01553,18501 W WARREN,22000259-62,"AUTOBAHN AUTO SALES, INC.","AUTOBAHN AUTO SALES, INC.",10/31/2018,New Owner,Used Auto Dealer,Corporation,"location
(42.34301, -83.22115)"
BUS1987-01553,18501 W WARREN,22000259-62,"AUTOBAHN AUTO SALES, INC.","AUTOBAHN AUTO SALES, INC.",10/09/2017,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.34301, -83.22115)"
BUS1987-01553,18501 W WARREN,22000259-62,"AUTOBAHN AUTO SALES, INC.","AUTOBAHN AUTO SALES, INC.",10/09/2017,New Owner,Used Auto Dealer,Corporation,"location
(42.34301, -83.22115)"
BUS1987-01719,23516 TELEGRAPH RD,,BURTON BROTHERS,BURTON BROTHERS,03/12/2018,Renewal,Motor Truck Permit(s),Limited Partnership,"location
(42.46119, -83.27831)"
BUS1987-01719,23516 TELEGRAPH RD,,BURTON BROTHERS,BURTON BROTHERS,01/11/2017,Renewal,Motor Truck Permit(s),Limited Partnership,"location
(42.46119, -83.27831)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,06/26/2017,Renewal,Hotel (51-100) Rooms,Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,11/03/2015,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,11/03/2015,Renewal,Hotel (51-100) Rooms,Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,04/13/2018,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,04/13/2018,Renewal,Hotel (51-100) Rooms,Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,06/23/2015,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,06/23/2015,Renewal,Hotel (51-100) Rooms,Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,07/07/2016,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,07/07/2016,Renewal,Hotel (51-100) Rooms,Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,01/21/2016,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33307, -83.03342)"
BUS1987-01496,1316 E JEFFERSON,05000056-8,JMJ LODGING INC,JMJ LODGING INC,01/21/2016,Renewal,Hotel (51-100) Rooms,Corporation,"location
(42.33307, -83.03342)"
BUS1987-01559,15019 FERGUSON,22063871.,WILLIE BACON,WILLIE BACON,04/10/2018,Renewal,Motor Truck Permit(s),,"location
(42.40004, -83.21021)"
BUS1987-01559,15019 FERGUSON,22063871.,WILLIE BACON,WILLIE BACON,12/17/2015,Renewal,Motor Truck Permit(s),,"location
(42.40004, -83.21021)"
BUS1987-01559,15019 FERGUSON,22063871.,WILLIE BACON,WILLIE BACON,04/07/2017,Renewal,Motor Truck Permit(s),,"location
(42.40004, -83.21021)"
BUS1987-01544,15444 W SEVEN MILE,22017263.,Y & L OIL LLC,Y & L OIL LLC,07/24/2018,New Owner,Cigarette - Retail,Corporation,"location
(42.43078, -83.19939)"
BUS1987-01544,15444 W SEVEN MILE,22017263.,Y & L OIL LLC,Y & L OIL LLC,07/24/2018,New Owner,Gas Station (Self Service),Corporation,"location
(42.43078, -83.19939)"
BUS1987-01544,15444 W SEVEN MILE,22017263.,Y & L OIL LLC,Y & L OIL LLC,09/14/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.43078, -83.19939)"
BUS1987-01544,15444 W SEVEN MILE,22017263.,Y & L OIL LLC,Y & L OIL LLC,09/14/2017,New Owner,Gas Station (Self Service),Corporation,"location
(42.43078, -83.19939)"
BUS1987-01544,15444 W SEVEN MILE,22017263.,Y & L OIL LLC,Y & L OIL LLC,08/18/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.43078, -83.19939)"
BUS1987-01544,15444 W SEVEN MILE,22017263.,Y & L OIL LLC,Y & L OIL LLC,08/18/2017,New Owner,Gas Station (Self Service),Corporation,"location
(42.43078, -83.19939)"
BUS1987-02061,3537 W VERNOR,12000280.,BENAVIDES LOUNGE,BENAVIDES LOUNGE,11/19/2015,Renewal,Billiard Table Tag(s) Self-Owned Unit(s),Sole Proprietor,"location
(42.32363, -83.08712)"
BUS1987-01972,119 W WARREN,,OLYMPIC GRILLE INC,OLYMPIC GRILLE INC,05/04/2017,Renewal,Restaurant - Standard (101-150 seats),Sole Proprietor,"location
(42.35651, -83.06501)"
BUS1987-02022,6593 GREENFIELD,22051402-6,MANGAL BBQ LLC,MANGAL BBQ LLC,02/05/2016,New Owner,Restaurant - Standard (31-50 seats),Limited Liability Co,"location
(42.33945, -83.19649)"
BUS1987-02022,6593 GREENFIELD,22051402-6,MANGAL BBQ LLC,MANGAL BBQ LLC,02/05/2016,New Owner,Loc. Permit(Coin-op games) w/Class C,Limited Liability Co,"location
(42.33945, -83.19649)"
BUS1987-02022,6593 GREENFIELD,22051402-6,MANGAL BBQ LLC,MANGAL BBQ LLC,02/05/2016,New Owner,Coin-Op Mech Music Dev (Distrib Tag Req),Limited Liability Co,"location
(42.33945, -83.19649)"
BUS1987-02022,6593 GREENFIELD,22051402-6,MANGAL BBQ LLC,MANGAL BBQ LLC,02/02/2018,New Owner,Restaurant - Standard (31-50 seats),Limited Liability Co,"location
(42.33945, -83.19649)"
BUS1987-02022,6593 GREENFIELD,22051402-6,MANGAL BBQ LLC,MANGAL BBQ LLC,02/02/2018,New Owner,Loc. Permit(Coin-op games) w/Class C,Limited Liability Co,"location
(42.33945, -83.19649)"
BUS1987-02022,6593 GREENFIELD,22051402-6,MANGAL BBQ LLC,MANGAL BBQ LLC,02/02/2018,New Owner,Coin-Op Mech Music Dev (Distrib Tag Req),Limited Liability Co,"location
(42.33945, -83.19649)"
BUS1987-01719,23516 TELEGRAPH RD,,BURTON BROTHERS,BURTON BROTHERS,12/23/2015,Renewal,Motor Truck Permit(s),Limited Partnership,"location
(42.46119, -83.27831)"
BUS1987-01719,23516 TELEGRAPH RD,,BURTON BROTHERS,BURTON BROTHERS,01/29/2015,Renewal,Motor Truck Permit(s),Limited Partnership,"location
(42.46119, -83.27831)"
BUS1987-02024,3400 BAGLEY,12000251-2,EL ZOCALO-MEXICAN RESTAURANT,EL ZOCALO INC,04/22/2015,Renewal,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Sole Proprietor,"location
(42.32324, -83.08565)"
BUS1987-02024,3400 BAGLEY,12000251-2,EL ZOCALO-MEXICAN RESTAURANT,EL ZOCALO INC,04/22/2015,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Sole Proprietor,"location
(42.32324, -83.08565)"
BUS1987-02024,3400 BAGLEY,12000251-2,EL ZOCALO-MEXICAN RESTAURANT,EL ZOCALO INC,01/23/2015,Renewal,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Sole Proprietor,"location
(42.32324, -83.08565)"
BUS1987-02024,3400 BAGLEY,12000251-2,EL ZOCALO-MEXICAN RESTAURANT,EL ZOCALO INC,01/23/2015,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Sole Proprietor,"location
(42.32324, -83.08565)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,04/26/2016,Renewal,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,04/26/2016,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,04/12/2016,Renewal,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,04/12/2016,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,04/13/2015,Renewal,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,04/13/2015,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,03/15/2017,Renewal,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.35033, -83.06571)"
BUS1987-02009,4222 SECOND,02002366-8,MARIO'S,PASSALACQUA CORP.,03/15/2017,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.35033, -83.06571)"
BUS1987-02029,7468 E DAVISON,15003712-5,PLAYHOUSE ENTERTAINMENT EAST,BELIEVE IN THE LIGHT INC,11/13/2017,New Owner,Loc. Permit(Coin-op games) w/Class C,Corporation,"location
(42.42331, -83.02651)"
BUS1987-02029,7468 E DAVISON,15003712-5,PLAYHOUSE ENTERTAINMENT EAST,BELIEVE IN THE LIGHT INC,11/13/2017,New Owner,Coin-Op Game Tag(s)-Self-Owned Unit(s),Corporation,"location
(42.42331, -83.02651)"
BUS1987-02029,7468 E DAVISON,15003712-5,PLAYHOUSE ENTERTAINMENT EAST,BELIEVE IN THE LIGHT INC,11/13/2017,New Owner,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),Corporation,"location
(42.42331, -83.02651)"
BUS1987-02029,7468 E DAVISON,15003712-5,PLAYHOUSE ENTERTAINMENT EAST,BELIEVE IN THE LIGHT INC,11/13/2017,New Owner,Sexually - Oriented Business,Corporation,"location
(42.42331, -83.02651)"
BUS1987-01756,17175 HARPER,21004666.,BROOKINS WAY LLC,BROOKINS WAY LLC,09/24/2015,NLOL,Bar Class C (51-100 seats),Limited Liability Co,"location
(42.41722, -82.9355)"
BUS1987-02159,45430 C.R. 390,,LATCHAW ORCHARDS,LATCHAW ORCHARDS,01/13/2017,Renewal,Motor Truck Permit(s),Corporation,
BUS1987-02159,45430 C.R. 390,,LATCHAW ORCHARDS,LATCHAW ORCHARDS,01/25/2016,Renewal,Motor Truck Permit(s),Corporation,
BUS1987-02159,45430 C.R. 390,,LATCHAW ORCHARDS,LATCHAW ORCHARDS,09/12/2018,Renewal,Motor Truck Permit(s),Corporation,
BUS1987-02472,4325 TWENTY TWO MILE RD.,,"J-B TOOL & ENGINEERING, INC","J-B TOOL & ENGINEERING, INC.",01/17/2017,Renewal,Motor Truck Permit(s),Corporation,
BUS1987-02472,4325 TWENTY TWO MILE RD.,,"J-B TOOL & ENGINEERING, INC","J-B TOOL & ENGINEERING, INC.",12/23/2015,Renewal,Motor Truck Permit(s),Corporation,
BUS1987-02472,4325 TWENTY TWO MILE RD.,,"J-B TOOL & ENGINEERING, INC","J-B TOOL & ENGINEERING, INC.",03/08/2018,Renewal,Motor Truck Permit(s),Corporation,
BUS1987-02457,14726 GRATIOT,21028515-7,CAPERS,CAPERS,04/04/2017,Renewal,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.44055, -82.97368)"
BUS1987-02457,14726 GRATIOT,21028515-7,CAPERS,CAPERS,11/17/2015,Renewal,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),,"location
(42.44055, -82.97368)"
BUS1987-02191,19432 W WARREN,22000610.,LAST CALL,DW BAR ENTERPRISES LLC,05/27/2015,New Owner,Coin-Op Game Tag(s)-Self-Owned Unit(s),Corporation,"location
(42.34342, -83.23128)"
BUS1987-02191,19432 W WARREN,22000610.,LAST CALL,DW BAR ENTERPRISES LLC,05/27/2015,New Owner,Billiard Table Tag(s) Self-Owned Unit(s),Corporation,"location
(42.34342, -83.23128)"
BUS1987-02191,19432 W WARREN,22000610.,LAST CALL,DW BAR ENTERPRISES LLC,05/27/2015,New Owner,Restaurant W/Class C (MLCC) Lic.( 1-30 seats),Corporation,"location
(42.34342, -83.23128)"
BUS1987-02469,14351 W WARREN,,JAN DOOR,T & K OPERATIONS,01/12/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.3438, -83.18366)"
BUS1987-02469,14351 W WARREN,,JAN DOOR,T & K OPERATIONS,01/25/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.3438, -83.18366)"
BUS1987-02469,14351 W WARREN,,JAN DOOR,T & K OPERATIONS,04/10/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.3438, -83.18366)"
BUS1987-02337,5900 W VERNOR,,"EL RANCHO MEXICAN RESTAURANT,",EL RANCHO MEXICAN RESAURANT,05/18/2016,Renewal,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),Corporation,"location
(42.31653, -83.10566)"
BUS1987-02337,5900 W VERNOR,,"EL RANCHO MEXICAN RESTAURANT,",EL RANCHO MEXICAN RESAURANT,05/18/2016,Renewal,Coin-Op Mech. Mus. Device self own/no tag req,Corporation,"location
(42.31653, -83.10566)"
BUS1987-02298,2542 MARKET,,FARMERS RESTAURANT,FARMERS RESTAURANT,05/19/2016,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.34664, -83.03937)"
BUS1987-02298,2542 MARKET,,FARMERS RESTAURANT,FARMERS RESTAURANT,05/18/2015,Renewal,Restaurant - Standard (31-50 seats),Corporation,"location
(42.34664, -83.03937)"
BUS1987-02061,3537 W VERNOR,12000280.,BENAVIDES LOUNGE,BENAVIDES LOUNGE,05/09/2018,Renewal,Billiard Table Tag(s) Self-Owned Unit(s),Sole Proprietor,"location
(42.32363, -83.08712)"
BUS1987-02061,3537 W VERNOR,12000280.,BENAVIDES LOUNGE,BENAVIDES LOUNGE,05/09/2018,Renewal,Bar Class C (51-100 seats),Sole Proprietor,"location
(42.32363, -83.08712)"
BUS1987-02061,3537 W VERNOR,12000280.,BENAVIDES LOUNGE,BENAVIDES LOUNGE,05/09/2018,Renewal,Cabaret A - W/MLCC /with Dance & Entertainment,Sole Proprietor,"location
(42.32363, -83.08712)"
BUS1987-02061,3537 W VERNOR,12000280.,BENAVIDES LOUNGE,BENAVIDES LOUNGE,05/09/2018,Renewal,Billiard Table(s),Sole Proprietor,"location
(42.32363, -83.08712)"
BUS1987-02139,20853 W GRAND RIVER,22007420-4,J'S CAFE,J'S CAFE,04/22/2015,Renewal,Restaurant - Standard (31-50 seats),,"location
(42.41215, -83.24741)"
BUS1987-02139,20853 W GRAND RIVER,22007420-4,J'S CAFE,J'S CAFE,04/22/2015,Renewal,Coin-Op Mech Music Dev (Distrib Tag Req),,"location
(42.41215, -83.24741)"
BUS1987-02139,20853 W GRAND RIVER,22007420-4,J'S CAFE,J'S CAFE,07/12/2016,Renewal,Restaurant - Standard (31-50 seats),,"location
(42.41215, -83.24741)"
BUS1987-02479,27291 FORT ST.,,THE JEFFERY COMPANY,THE JEFFERY COMPANY,03/15/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.32618, -83.30934)"
BUS1987-02479,27291 FORT ST.,,THE JEFFERY COMPANY,THE JEFFERY COMPANY,01/08/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.32618, -83.30934)"
BUS1987-02281,2469 RUSSELL,05003456-60,ZEFF'S EASTERN MARKET CONEY INC,ZEFF'S EASTERN MARKET CONEY INC,05/19/2017,NLOL,Restaurant - Standard (31-50 seats),Corporation,"location
(42.34552, -83.03999)"
BUS1987-02281,2469 RUSSELL,05003456-60,ZEFF'S EASTERN MARKET CONEY INC,ZEFF'S EASTERN MARKET CONEY INC,07/30/2016,NLOL,Restaurant - Standard (31-50 seats),Corporation,"location
(42.34552, -83.03999)"
BUS1987-02281,2469 RUSSELL,05003456-60,ZEFF'S EASTERN MARKET CONEY INC,ZEFF'S EASTERN MARKET CONEY INC,04/23/2015,NLOL,Restaurant - Standard (31-50 seats),Corporation,"location
(42.34552, -83.03999)"
BUS1987-02293,13031 MACK,21001313.,MAISON FINE FOOD,MUFTAR & GARENTINA MUFTARI,05/22/2015,Renewal,Restaurant - Standard (1-30 seats),Other,"location
(42.38501, -82.96133)"
BUS1987-02293,13031 MACK,21001313.,MAISON FINE FOOD,MUFTAR & GARENTINA MUFTARI,05/16/2016,Renewal,Restaurant - Standard (1-30 seats),Other,"location
(42.38501, -82.96133)"
BUS1987-02062,4048 BEWICK,21037161.,21 FLAVORZ EXPRESS ,21 FLAVORZ EXPRESS,12/11/2018,New Owner,Cigarette - Retail,,"location
(42.37896, -82.99148)"
BUS1987-02062,4048 BEWICK,21037161.,21 FLAVORZ EXPRESS ,21 FLAVORZ EXPRESS,01/18/2018,New Owner,Cigarette - Retail,,"location
(42.37896, -82.99148)"
BUS1987-02369,2681 S SCHAEFER,20017951-3,D & J TIRES & TOWING,HELEN  REDWINE-DREW,10/12/2017,New Owner,Secondhand Store (Tires Only),,"location
(42.27616, -83.1452)"
BUS1987-02369,2681 S SCHAEFER,20017951-3,D & J TIRES & TOWING,HELEN  REDWINE-DREW,01/03/2017,New Owner,Secondhand Store (Tires Only),,"location
(42.27616, -83.1452)"
BUS1987-02486,1822 THUNDERBIRD,,JET BOX CO,JET BOX  CO.,01/29/2015,Renewal,Motor Truck Permit(s),Sole Proprietor,
BUS1987-02486,1822 THUNDERBIRD,,JET BOX CO,JET BOX  CO.,09/09/2015,Renewal,Motor Truck Permit(s),Sole Proprietor,
BUS1987-02486,1822 THUNDERBIRD,,JET BOX CO,JET BOX  CO.,12/23/2015,Renewal,Motor Truck Permit(s),Sole Proprietor,
BUS1987-02486,1822 THUNDERBIRD,,JET BOX CO,JET BOX  CO.,01/09/2017,Renewal,Motor Truck Permit(s),Sole Proprietor,
BUS1987-02486,1822 THUNDERBIRD,,JET BOX CO,JET BOX  CO.,03/05/2018,Renewal,Motor Truck Permit(s),Sole Proprietor,
BUS1987-02539,5216 COLD SPRING LANE,,JOHN R. LUMBER CO. INC KFP,"JOHN P. LUMBER CO., INC. KFP",12/23/2015,Renewal,Motor Truck Permit(s),Other,
BUS1987-02539,5216 COLD SPRING LANE,,JOHN R. LUMBER CO. INC KFP,"JOHN P. LUMBER CO., INC. KFP",03/06/2018,Renewal,Motor Truck Permit(s),Other,
BUS1987-02539,5216 COLD SPRING LANE,,JOHN R. LUMBER CO. INC KFP,"JOHN P. LUMBER CO., INC. KFP",02/02/2015,Renewal,Motor Truck Permit(s),Other,
BUS1987-02539,5216 COLD SPRING LANE,,JOHN R. LUMBER CO. INC KFP,"JOHN P. LUMBER CO., INC. KFP",01/06/2017,Renewal,Motor Truck Permit(s),Other,
BUS1987-02575,14001 FENKELL,22010705-6,LEE'S TEXAS STYLE BARBEQUE,FELICIA POOLE,11/21/2016,New Owner,Restaurant - Standard (31-50 seats),Sole Proprietor,"location
(42.40181, -83.18253)"
BUS1987-02524,525 MONROE,03000194.,GOLDEN FLEECE RESTAURANT,NICHOLAOS DIONYSOPOULOS,02/04/2015,Renewal,Restaurant - Standard (151 seats & over),Sole Proprietor,"location
(42.33532, -83.04217)"
BUS1987-02524,525 MONROE,03000194.,GOLDEN FLEECE RESTAURANT,NICHOLAOS DIONYSOPOULOS,05/01/2018,Renewal,Restaurant - Standard (151 seats & over),Sole Proprietor,"location
(42.33532, -83.04217)"
BUS1987-02499,3700 MICHIGAN,12000352.,MIKE'S FAMOUS HAM PLACE,"S MUFTAROVSKI,M MAFTARI,Z MANCE",02/16/2015,Renewal,Restaurant - Standard (1-30 seats),Partnership,"location
(42.33161, -83.09447)"
BUS1987-02499,3700 MICHIGAN,12000352.,MIKE'S FAMOUS HAM PLACE,"S MUFTAROVSKI,M MAFTARI,Z MANCE",07/09/2015,Renewal,Restaurant - Standard (1-30 seats),Partnership,"location
(42.33161, -83.09447)"
BUS1987-02499,3700 MICHIGAN,12000352.,MIKE'S FAMOUS HAM PLACE,"S MUFTAROVSKI,M MAFTARI,Z MANCE",06/08/2016,Renewal,Restaurant - Standard (1-30 seats),Partnership,"location
(42.33161, -83.09447)"
BUS1987-02487,23334 SCHOENHERR ROAD,,J & L MFG. CO.,J & L MFG. CO.,01/18/2017,Renewal,Motor Truck Permit(s),Other,"location
(42.46676, -82.98623)"
BUS1987-02487,23334 SCHOENHERR ROAD,,J & L MFG. CO.,J & L MFG. CO.,02/06/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.46676, -82.98623)"
BUS1987-02487,23334 SCHOENHERR ROAD,,J & L MFG. CO.,J & L MFG. CO.,01/19/2016,Renewal,Motor Truck Permit(s),Other,"location
(42.46676, -82.98623)"
BUS1987-02487,23334 SCHOENHERR ROAD,,J & L MFG. CO.,J & L MFG. CO.,03/14/2018,Renewal,Motor Truck Permit(s),Other,"location
(42.46676, -82.98623)"
BUS1987-02581,3930- CASS,,THE OLD MIAMI,DANIEL P. OVERSTREET,04/27/2015,Renewal,Coin-Op Game Tag(s)-Self-Owned Unit(s),Sole Proprietor,"location
(42.34893, -83.0623)"
BUS1987-02581,3930- CASS,,THE OLD MIAMI,DANIEL P. OVERSTREET,04/27/2015,Renewal,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),Sole Proprietor,"location
(42.34893, -83.0623)"
BUS1987-02581,3930- CASS,,THE OLD MIAMI,DANIEL P. OVERSTREET,04/27/2015,Renewal,Coin-Op Mech Music Dev (Distrib Tag Req),Sole Proprietor,"location
(42.34893, -83.0623)"
BUS1987-02493,1830 MICHIGAN,,"CASEY'S PUB, INC.",CASEY'S PUB INC,05/23/2017,Renewal,Restaurant W/Class C (MLCC) Lic.( 31-50 seats),Corporation,"location
(42.33163, -83.07101)"
BUS1987-02493,1830 MICHIGAN,,"CASEY'S PUB, INC.",CASEY'S PUB INC,05/24/2017,Renewal,Restaurant W/Class C (MLCC) Lic.( 31-50 seats),Corporation,"location
(42.33163, -83.07101)"
BUS1987-02493,1830 MICHIGAN,,"CASEY'S PUB, INC.",CASEY'S PUB INC,07/14/2015,Renewal,Restaurant W/Class C (MLCC) Lic.( 31-50 seats),Corporation,"location
(42.33163, -83.07101)"
BUS1987-02479,27291 FORT ST.,,THE JEFFERY COMPANY,THE JEFFERY COMPANY,03/08/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.32618, -83.30934)"
BUS1987-02502,5517 MICHIGAN,,LA NORIA BISTRO LLC,LA NORIA BISTRO LLC,02/15/2018,New Owner,Restaurant - Carry Out (151 seats & over),Limited Liability Co,"location
(42.33094, -83.11103)"
BUS1987-02502,5517 MICHIGAN,,LA NORIA BISTRO LLC,LA NORIA BISTRO LLC,04/30/2018,New Owner,Restaurant - Carry Out (151 seats & over),Limited Liability Co,"location
(42.33094, -83.11103)"
BUS1987-02541,1481 14TH,,THE JOHN JOHNSON COMPANY,THE JOHN JOHNSON CO.,03/12/2018,Renewal,Motor Truck Permit(s),Other,"location
(42.25773, -83.15189)"
BUS1987-02541,1481 14TH,,THE JOHN JOHNSON COMPANY,THE JOHN JOHNSON CO.,01/11/2017,Renewal,Motor Truck Permit(s),Other,"location
(42.25773, -83.15189)"
BUS1987-02541,1481 14TH,,THE JOHN JOHNSON COMPANY,THE JOHN JOHNSON CO.,12/17/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.25773, -83.15189)"
BUS1987-02629,812 E NINE MILE ROAD,,H & R CALLUM CONTRACTORS,H & R MCCALLUM CONTRACTORS,01/20/2016,Renewal,Motor Truck Permit(s),Other,"location
(42.46084, -83.12282)"
BUS1987-02585,22200 FENKELL,22011221-2,SCOTTY SIMPSON'S FISH & CHIPS,SCOTTY SIMPSON'S FISH & CHIPS,04/25/2016,Renewal,Restaurant - Standard (101-150 seats),,"location
(42.40044, -83.2595)"
BUS1987-02585,22200 FENKELL,22011221-2,SCOTTY SIMPSON'S FISH & CHIPS,SCOTTY SIMPSON'S FISH & CHIPS,04/25/2016,Renewal,Coin-Op Mech Music Dev (Distrib Tag Req),,"location
(42.40044, -83.2595)"
BUS1987-02581,3930- CASS,,THE OLD MIAMI,DANIEL P. OVERSTREET,09/14/2016,Renewal,Billiard Table Tag(s) Self-Owned Unit(s),Sole Proprietor,"location
(42.34893, -83.0623)"
BUS1987-02581,3930- CASS,,THE OLD MIAMI,DANIEL P. OVERSTREET,04/24/2017,Renewal,Coin-Op Game Tag(s)-Self-Owned Unit(s),Sole Proprietor,"location
(42.34893, -83.0623)"
BUS1987-02581,3930- CASS,,THE OLD MIAMI,DANIEL P. OVERSTREET,04/24/2017,Renewal,Restaurant W/Class C (MLCC) Lic.( 51-100 seats),Sole Proprietor,"location
(42.34893, -83.0623)"
BUS1987-02647,3040 HILTON RD.,,"GEORGE MCINTOSH, INC.","GEORGE MCINTOSH, INC.",02/25/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.46967, -83.12351)"
BUS1987-02647,3040 HILTON RD.,,"GEORGE MCINTOSH, INC.","GEORGE MCINTOSH, INC.",03/12/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.46967, -83.12351)"
